what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211419660
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211420923
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211425690
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211426235
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211426833
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211427062
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211427515
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312211455707
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312211467499
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211476409
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312211491383
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312211491539
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312211491687
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312211491865
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211493144
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211502261
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211502931
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211503504
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211503727
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211504003
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312211512798
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211515136
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211515466
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312211521285
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1312211524535
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1312211524726
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211527867
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211534228
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211546367
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1312211559653
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1312211561869
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1312211569773
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211574092
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211587155
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211592444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211600881
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1312211605953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312211606551
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211611609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211614172
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211615776
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211616717
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1312211618500
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211620936
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211621254
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1312211623829
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312211624411
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312211628856
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211631223
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211653581
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211656235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211659072
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211664487
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211669670
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211672152
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211676276
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211679256
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211684479
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211688697
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211693909
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211698837
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211701091
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211707024
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211710696
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211713450
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312211718059
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211723071
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211724745
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211725997
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211727171
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211728306
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312211744444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312211790744
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312212423256
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312212426304
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312212427993
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213342684
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1312213346702
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312213348224
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213402790
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213404068
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213414065
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213420501
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1312213423209
started,bundle,org.eclipse.wst.sse.ui,1.2.4.v201103231819,"org.eclipse.wst.sse.ui",1312213428909
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1312213429388
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1312213429479
started,bundle,org.eclipse.wst.xml.ui,1.1.104.v201103021532,"org.eclipse.wst.xml.ui",1312213430597
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1312213430708
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1312213430720
started,bundle,org.eclipse.jst.jsp.ui,1.1.504.v201103231819,"org.eclipse.jst.jsp.ui",1312213431080
started,bundle,org.eclipse.jst.jsp.core,1.2.305.v201104281428,"org.eclipse.jst.jsp.core",1312213431175
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1312213431537
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1312213431666
opened,editor,com.android.ide.eclipse.adt,11.0.0.v201105251008-128486,"com.android.ide.eclipse.editors.layout.LayoutEditor",1312213432136
started,bundle,org.eclipse.jem.workbench,2.0.301.v201104271300,"org.eclipse.jem.workbench",1312213432737
activated,editor,com.android.ide.eclipse.adt,11.0.0.v201105251008-128486,"com.android.ide.eclipse.editors.layout.LayoutEditor",1312213432904
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1312213432988
started,bundle,org.eclipse.draw2d,3.6.2.v20110128-0100,"org.eclipse.draw2d",1312213437323
started,bundle,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.ui",1312213632516
started,bundle,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.ui",1312213632547
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213634796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213643892
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213666921
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1312213672168
executed,command,org.eclipse.wst.sse.ui,1.2.4.v201103231819,"org.eclipse.wst.sse.ui.format.document",1312213673601
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1312213674861
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1312213682306
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1312213682526
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312213682563
closed,editor,com.android.ide.eclipse.adt,11.0.0.v201105251008-128486,"com.android.ide.eclipse.editors.layout.LayoutEditor",1312213682564
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312213685431
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1312213687295
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213692316
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213698195
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213700774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213708655
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1312213710536
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213713027
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213760007
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213760009
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213760021
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213760023
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213765185
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213768695
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213770224
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213772572
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213775560
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213780080
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213781382
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213783572
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213793108
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213794929
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213799374
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213810247
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213811216
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213812855
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213821116
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213839720
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213850994
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213852731
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213854970
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213861806
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1312213863316
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213865606
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213867696
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213871022
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213873774
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213875295
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213877133
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213878384
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213884322
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213886618
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213890393
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213895106
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213896832
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213898911
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213904529
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213922289
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213923553
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213924853
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213945330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213950227
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213955963
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213958513
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213960632
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213961833
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213962789
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213966697
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213969441
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213971586
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213974649
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213975633
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213978086
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213981662
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213985260
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1312213986843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213993301
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1312213996390
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312213997755
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1312213997905
